Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
62,446264.0,3.16,Far,rainfed,600,1,126400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.33,109,6,165
40,467414.0,2.78,Near_City,drip,530,2,222400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.87,430,25,156
54,441924.0,2.85,Far,rainfed,610,2,114000.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.48,514,11,224
29,898429.0,7.01,Near_Village,drip,560,3,420600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.05,213,27,74
65,966629.0,7.62,Near_Village,drip,640,2,457200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,390906.0,6.86,605,13,131
30,187841.0,1.11,Far,borewell,510,1,44400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,8.31,297,22,333
32,570801.0,4.05,Far,rainfed,570,3,162000.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,7.76,151,31,344
34,740432.0,5.03,Far,borewell,610,2,201200.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,5.68,504,22,112
65,1076491.0,7.99,Far,canal,660,2,319600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.98,187,41,186
35,799897.0,5.56,Near_City,canal,760,0,444800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.24,627,18,359
53,562542.0,4.06,Near_City,borewell,610,2,324800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.32,132,14,190
59,196824.0,1.09,Near_Village,drip,560,1,65400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.65,170,11,104
39,294293.0,1.88,Far,drip,520,2,75200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,8.39,175,23,74
64,206702.0,1.16,Near_Village,rainfed,670,0,69600.0,Equipment_Purchase,Short_Term,Owned,Repeat,62640.0,5.75,528,21,233
55,910730.0,7.08,Near_Village,rainfed,840,0,424800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,5.79,165,34,148
64,211478.0,1.15,Far,drip,560,1,46000.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.91,181,9,269
38,364930.0,1.8,Near_City,borewell,500,3,144000.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,8.31,233,7,50
44,832213.0,6.12,Near_Village,borewell,820,0,367200.0,Crop_Cultivation,Short_Term,Owned,First_Time,313956.0,5.96,315,12,216
38,690875.0,5.19,Near_Village,drip,820,0,311400.0,Irrigation_Setup,Short_Term,Owned,First_Time,266247.0,6.49,215,12,189
62,1054873.0,7.87,Far,drip,540,3,314800.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,6.21,292,24,145
28,584268.0,3.89,Near_City,drip,400,3,311200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,8.07,614,41,359
38,601085.0,3.79,Near_Village,canal,480,3,227400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.73,670,13,232
53,337299.0,2.0,Near_City,canal,640,1,160000.0,Equipment_Purchase,Short_Term,Owned,First_Time,136800.0,6.85,435,32,342
64,225334.0,1.25,Far,canal,360,3,50000.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.83,430,22,219
45,1015048.0,7.51,Far,canal,790,1,300400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.22,651,13,83
63,666546.0,4.4,Far,drip,630,2,176000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.42,461,34,292
65,519517.0,3.41,Near_Village,rainfed,560,2,204600.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,8.36,237,7,86
49,958739.0,6.94,Far,drip,670,2,277600.0,Irrigation_Setup,Short_Term,Owned,First_Time,237348.0,7.59,230,29,377
29,317305.0,2.06,Near_City,rainfed,410,3,164800.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.39,620,17,114
32,568785.0,4.27,Far,borewell,630,1,170800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.64,548,49,227
25,236787.0,0.89,Near_City,drip,340,3,71200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,6.28,444,21,193
63,473726.0,3.26,Far,borewell,790,0,130400.0,Crop_Cultivation,Short_Term,Owned,Repeat,123228.0,6.13,513,30,307
41,622248.0,4.45,Near_Village,drip,820,1,267000.0,Borewell_Installation,Long_Term,Owned,Repeat,252315.0,6.83,247,28,395
64,192984.0,0.57,Near_Village,rainfed,540,1,34200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,6.56,179,6,234
65,746018.0,5.18,Far,borewell,820,1,207200.0,Borewell_Installation,Short_Term,Owned,Repeat,195804.0,6.24,543,18,246
40,979462.0,7.35,Near_City,drip,820,0,588000.0,Borewell_Installation,Long_Term,Owned,First_Time,502740.0,8.13,188,48,151
62,1035548.0,7.95,Far,borewell,560,3,318000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,5.67,364,33,341
61,872158.0,6.22,Near_City,drip,810,0,497600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.85,255,21,216
32,284276.0,1.71,Near_City,canal,620,1,136800.0,Borewell_Installation,Short_Term,Owned,First_Time,116964.0,6.62,598,33,53
64,311603.0,1.42,Near_Village,rainfed,510,2,85200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.72,235,10,276
60,340413.0,1.78,Far,canal,670,1,71200.0,Equipment_Purchase,Short_Term,Owned,Repeat,64080.0,7.89,368,26,156
40,377011.0,2.02,Far,borewell,710,0,80800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.74,172,45,223
55,243649.0,1.03,Near_City,canal,590,1,82400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.83,275,42,227
31,553655.0,3.4,Near_Village,canal,680,0,204000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.23,302,8,281
65,288681.0,1.53,Far,borewell,590,1,61200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,7.42,269,25,75
61,806418.0,5.55,Far,canal,740,1,222000.0,Irrigation_Setup,Long_Term,Owned,First_Time,189810.0,7.74,180,35,204
47,817058.0,5.62,Near_City,canal,690,2,449600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,8.2,676,45,355
26,1037966.0,7.86,Near_Village,canal,480,3,471600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,5.9,161,46,162
60,903973.0,6.64,Far,canal,730,0,265600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.42,294,22,309
56,495367.0,3.17,Far,borewell,540,3,126800.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0,6.25,351,17,170
30,738888.0,5.68,Near_City,rainfed,570,3,454400.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.49,539,5,90
46,535670.0,3.75,Far,borewell,510,3,150000.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.78,402,11,144
43,265900.0,1.39,Far,canal,500,3,55600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,8.13,536,31,177
26,734144.0,5.43,Near_City,rainfed,730,0,434400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,5.66,663,48,215
48,789994.0,5.99,Far,rainfed,770,1,239600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,204858.0,7.48,589,37,53
28,858208.0,6.03,Near_Village,borewell,810,0,361800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,8.05,320,16,202
36,621841.0,4.09,Near_City,canal,580,2,327200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.81,187,11,175
61,947740.0,7.0,Near_Village,rainfed,620,3,420000.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,6.42,634,14,371
58,456952.0,3.26,Near_Village,rainfed,790,0,195600.0,Irrigation_Setup,Short_Term,Owned,Repeat,184842.0,6.56,479,42,138
63,273049.0,1.73,Near_Village,rainfed,390,3,103800.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,7.95,143,40,104
43,471073.0,3.2,Near_City,canal,510,3,256000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.56,337,9,320
37,701865.0,5.09,Near_City,drip,670,2,407200.0,Equipment_Purchase,Long_Term,Owned,First_Time,348156.0,5.82,200,23,369
42,983685.0,7.19,Near_City,rainfed,750,2,575200.0,Crop_Cultivation,Short_Term,Owned,Repeat,533210.4,7.94,442,26,344
27,698271.0,5.05,Near_City,rainfed,740,1,404000.0,Irrigation_Setup,Long_Term,Owned,First_Time,345420.0,7.22,170,7,160
38,711054.0,4.82,Near_City,borewell,680,1,385600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.42,328,42,272
58,935667.0,7.16,Near_Village,drip,720,2,429600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,398239.2,7.43,405,30,298
42,571982.0,4.09,Far,borewell,590,2,163600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,6.31,234,27,275
48,150244.0,0.7,Far,drip,490,2,28000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.85,658,11,244
53,422403.0,2.57,Near_City,canal,530,2,205600.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.49,281,47,187
64,552374.0,3.67,Near_Village,rainfed,540,3,220200.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,6.6,266,41,170
59,564309.0,3.55,Far,drip,460,3,142000.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,8.22,378,33,95
44,638976.0,4.21,Far,drip,660,2,168400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,5.81,405,11,219
38,924041.0,6.9,Far,borewell,610,2,276000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.69,379,23,198
29,1075946.0,7.93,Near_City,canal,810,0,634400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,5.56,388,35,358
58,861772.0,6.69,Far,rainfed,820,1,267600.0,Irrigation_Setup,Short_Term,Owned,Repeat,252882.0,5.65,173,11,283
35,623790.0,4.3,Near_City,drip,740,1,344000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,294120.0,6.59,274,49,61
32,583194.0,4.24,Near_Village,canal,430,3,254400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,8.5,256,36,73
28,193967.0,1.06,Far,rainfed,300,3,42400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.03,269,27,152
26,787403.0,5.71,Near_City,canal,540,3,456800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,5.94,412,18,381
29,1023775.0,7.36,Far,drip,730,0,294400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.78,173,14,365
35,218353.0,1.27,Near_City,rainfed,410,2,101600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.98,603,33,117
26,511467.0,3.61,Near_City,borewell,580,2,288800.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.84,422,32,301
55,628575.0,4.1,Far,drip,790,0,164000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,140220.0,6.91,245,6,238
46,677172.0,4.62,Far,rainfed,760,1,184800.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.37,271,35,109
27,949433.0,6.98,Near_City,canal,820,1,558400.0,Borewell_Installation,Long_Term,Owned,Repeat,527688.0,6.56,108,48,362
29,606308.0,3.92,Near_Village,canal,650,1,235200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,6.83,567,44,362
31,793594.0,6.17,Near_Village,borewell,820,0,370200.0,Equipment_Purchase,Long_Term,Owned,First_Time,316521.0,6.15,290,39,266
39,833828.0,5.81,Near_City,borewell,710,1,464800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.58,440,18,277
45,381446.0,2.67,Far,canal,380,3,106800.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,8.5,246,28,138
48,409442.0,2.4,Near_Village,canal,430,3,144000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.02,472,8,338
45,640735.0,4.09,Near_Village,drip,820,1,245400.0,Equipment_Purchase,Short_Term,Owned,Repeat,231903.0,8.29,675,10,261
59,719209.0,5.31,Near_City,canal,820,1,424800.0,Borewell_Installation,Short_Term,Owned,Repeat,401436.0,6.39,116,45,181
37,283522.0,1.16,Near_City,borewell,610,0,92800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.37,218,7,305
62,961735.0,6.88,Far,borewell,540,3,275200.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.88,107,35,189
41,673554.0,4.43,Near_City,rainfed,720,2,354400.0,Equipment_Purchase,Short_Term,Owned,Repeat,328528.8,5.92,526,34,135
26,296141.0,1.43,Near_Village,rainfed,410,3,85800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.24,182,16,247
34,779994.0,5.94,Near_City,rainfed,670,2,475200.0,Equipment_Purchase,Long_Term,Owned,First_Time,406296.0,7.66,455,44,226
33,719092.0,4.89,Far,canal,760,1,195600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.44,316,9,132
27,840476.0,5.8,Near_City,drip,810,0,464000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.12,186,21,177
26,1062002.0,7.93,Near_City,canal,560,3,634400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.31,538,37,103
50,255720.0,1.7,Far,borewell,460,2,68000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.87,229,39,241
51,703198.0,4.92,Near_Village,rainfed,620,3,295200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,5.86,151,35,103
29,773172.0,5.72,Near_City,rainfed,680,1,457600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.53,295,13,224
55,817585.0,5.91,Far,borewell,770,1,236400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,202122.0,6.74,393,38,132
63,695527.0,4.58,Far,drip,710,1,183200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,156636.0,5.68,304,19,134
41,238030.0,0.84,Far,borewell,410,2,33600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.34,623,17,170
30,351014.0,2.41,Far,drip,560,2,96400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.44,163,39,88
41,823828.0,6.31,Near_City,canal,650,3,504800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,6.8,585,25,51
55,778635.0,5.41,Near_City,canal,590,3,432800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.49,327,29,332
47,559130.0,3.43,Near_Village,drip,490,3,205800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,8.38,208,48,240
61,305780.0,1.77,Near_City,rainfed,580,0,141600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,8.16,460,48,301
56,466304.0,2.83,Near_City,canal,650,0,226400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.75,345,24,124
57,756337.0,5.76,Far,borewell,850,0,230400.0,Irrigation_Setup,Short_Term,Owned,Repeat,217728.0,6.23,180,21,158
30,1002078.0,7.9,Near_Village,drip,770,1,474000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,405270.0,7.11,341,34,114
47,342754.0,2.08,Near_Village,drip,560,2,124800.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.71,658,17,339
51,221038.0,0.81,Near_Village,drip,640,0,48600.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.47,173,40,164
58,402095.0,2.56,Far,canal,740,1,102400.0,Borewell_Installation,Short_Term,Owned,Repeat,94924.8,7.06,655,20,210
28,759406.0,5.23,Near_City,canal,790,0,418400.0,Equipment_Purchase,Short_Term,Owned,First_Time,357732.0,7.0,512,14,223
43,688773.0,4.95,Far,drip,740,1,198000.0,Equipment_Purchase,Long_Term,Owned,First_Time,169290.0,8.2,536,21,316
63,342561.0,2.09,Near_Village,canal,530,2,125400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.89,559,13,273
55,431343.0,3.17,Far,rainfed,760,0,126800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.95,635,34,63
34,158471.0,0.58,Near_City,canal,650,1,46400.0,Crop_Cultivation,Short_Term,Owned,Repeat,41760.0,6.66,352,49,315
52,397549.0,2.19,Near_City,rainfed,640,1,175200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,149796.0,6.0,216,18,234
62,311682.0,1.61,Near_Village,rainfed,490,2,96600.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.22,621,44,132
27,185963.0,0.97,Near_City,borewell,540,1,77600.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,5.86,495,34,284
28,833311.0,5.7,Near_Village,rainfed,540,3,342000.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,5.79,528,9,158
57,465400.0,3.18,Near_City,canal,710,0,254400.0,Equipment_Purchase,Short_Term,Owned,First_Time,217512.0,7.54,662,48,195
57,438354.0,2.9,Near_Village,borewell,600,1,174000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.03,689,11,382
31,239973.0,1.26,Near_City,drip,470,2,100800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,6.94,199,20,397
45,283651.0,1.42,Near_Village,drip,360,3,85200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.38,387,29,265
49,948935.0,6.85,Near_City,rainfed,750,2,548000.0,Equipment_Purchase,Long_Term,Owned,Repeat,507996.0,7.31,248,35,175
31,429803.0,2.52,Far,rainfed,740,0,100800.0,Equipment_Purchase,Long_Term,Owned,First_Time,86184.0,8.05,278,36,244
52,669560.0,4.67,Near_Village,borewell,540,3,280200.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.38,498,45,383
64,691253.0,4.71,Near_City,rainfed,700,0,376800.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.97,257,38,201
62,530852.0,3.77,Near_City,drip,790,0,301600.0,Irrigation_Setup,Long_Term,Owned,Repeat,285012.0,8.22,517,37,185
55,477073.0,3.26,Near_City,rainfed,590,2,260800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,8.08,410,5,294
63,477280.0,3.36,Near_City,canal,660,1,268800.0,Equipment_Purchase,Long_Term,Owned,First_Time,229824.0,6.38,635,38,113
30,539537.0,3.47,Near_City,borewell,490,3,277600.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,8.38,249,34,127
42,164694.0,0.75,Near_City,canal,570,1,60000.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.93,679,33,291
51,422491.0,2.56,Far,drip,630,1,102400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.86,425,30,129
57,996676.0,7.23,Far,drip,730,0,289200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.62,687,6,154
36,370955.0,2.43,Near_City,borewell,460,3,194400.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,5.8,244,11,316
63,951272.0,6.96,Far,rainfed,720,2,278400.0,Crop_Cultivation,Short_Term,Owned,Repeat,258076.8,6.99,575,20,290
40,820218.0,6.37,Near_Village,canal,820,0,382200.0,Crop_Cultivation,Long_Term,Owned,First_Time,326781.0,6.63,652,20,376
29,832695.0,6.06,Near_Village,canal,730,0,363600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.56,364,48,217
43,793746.0,6.06,Near_City,rainfed,750,2,484800.0,Equipment_Purchase,Short_Term,Owned,Repeat,449409.6,6.95,118,5,190
51,232496.0,0.92,Near_City,borewell,590,1,73600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,5.65,559,48,135
64,1014070.0,7.37,Near_City,borewell,480,3,589600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,8.18,583,22,170
46,969806.0,7.61,Far,rainfed,840,0,304400.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.82,627,17,232
32,1005315.0,7.72,Far,drip,510,3,308800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.08,228,10,374
49,467096.0,3.38,Near_Village,drip,530,2,202800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.87,156,31,228
61,992184.0,7.3,Far,rainfed,850,0,292000.0,Crop_Cultivation,Short_Term,Owned,Repeat,275940.0,8.49,634,19,62
62,775089.0,5.87,Far,borewell,480,3,234800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.97,109,36,56
42,1090551.0,7.86,Near_Village,canal,820,0,471600.0,Equipment_Purchase,Long_Term,Owned,First_Time,403218.0,7.26,350,16,220
48,209194.0,0.92,Near_Village,rainfed,370,3,55200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.35,479,18,320
56,587567.0,4.38,Near_Village,borewell,660,1,262800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,224694.0,6.8,536,43,365
51,653230.0,4.47,Near_Village,borewell,720,2,268200.0,Borewell_Installation,Long_Term,Owned,Repeat,248621.4,7.75,125,28,269
44,187496.0,0.67,Near_City,rainfed,650,1,53600.0,Irrigation_Setup,Long_Term,Owned,Repeat,48240.0,6.11,333,49,210
43,520417.0,3.14,Far,borewell,590,2,125600.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,7.02,532,21,118
61,436411.0,2.62,Near_City,canal,640,2,209600.0,Equipment_Purchase,Short_Term,Owned,Repeat,188640.0,7.89,306,30,166
44,341996.0,1.9,Near_Village,borewell,460,2,114000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.72,444,38,312
37,1025874.0,7.36,Near_City,rainfed,570,3,588800.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.06,543,41,144
41,624035.0,4.02,Near_Village,canal,810,0,241200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.16,592,13,360
55,233999.0,0.95,Near_Village,borewell,470,2,57000.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,8.1,298,19,260
29,897692.0,6.67,Near_Village,borewell,810,0,400200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.09,410,30,337
65,747843.0,5.26,Near_Village,borewell,820,1,315600.0,Crop_Cultivation,Short_Term,Owned,Repeat,298242.0,5.95,503,40,289
35,271888.0,1.57,Far,rainfed,500,3,62800.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.92,693,37,183
48,1013573.0,7.52,Near_Village,borewell,590,3,451200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.44,349,28,308
61,278844.0,1.78,Far,borewell,490,2,71200.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,7.7,534,47,195
43,782171.0,6.1,Near_City,rainfed,650,3,488000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,5.73,198,13,209
56,340683.0,2.15,Near_Village,borewell,680,0,129000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.68,437,20,306
63,472197.0,2.97,Near_Village,drip,660,1,178200.0,Crop_Cultivation,Long_Term,Owned,First_Time,152361.0,8.11,140,15,351
25,546847.0,3.85,Near_Village,canal,790,0,231000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,218295.0,7.38,344,14,88
55,769223.0,5.3,Near_City,canal,710,1,424000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.67,376,44,89
29,435787.0,2.52,Near_City,rainfed,560,2,201600.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,6.89,289,42,358
33,322601.0,1.67,Near_City,borewell,670,0,133600.0,Borewell_Installation,Short_Term,Owned,First_Time,114228.0,8.29,460,48,209
57,797242.0,5.68,Near_City,borewell,580,2,454400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.04,633,8,391
53,863864.0,6.62,Far,canal,770,1,264800.0,Irrigation_Setup,Short_Term,Owned,First_Time,226404.0,8.48,173,5,206
58,273701.0,1.86,Near_City,borewell,590,1,148800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,8.47,521,48,366
29,901199.0,6.62,Near_Village,rainfed,580,2,397200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.54,489,36,381
52,437995.0,2.99,Near_City,borewell,680,0,239200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.54,435,33,132
40,947912.0,6.7,Far,drip,610,2,268000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.98,354,26,147
40,321479.0,2.04,Far,canal,520,3,81600.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,7.86,168,35,390
29,1094160.0,7.93,Far,rainfed,810,0,317200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.02,435,22,219
33,487257.0,3.13,Near_City,rainfed,670,2,250400.0,Borewell_Installation,Long_Term,Owned,Repeat,225360.0,7.93,562,44,155
45,538739.0,3.32,Near_City,borewell,760,0,265600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,7.35,180,21,348
34,253272.0,1.15,Near_City,borewell,560,1,92000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.9,457,41,276
45,492057.0,3.54,Near_City,borewell,710,1,283200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.11,222,49,175
54,588692.0,3.84,Near_Village,rainfed,430,3,230400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.0,249,29,57
63,900549.0,7.04,Near_City,drip,580,2,563200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,7.12,564,33,168
57,342129.0,1.64,Near_City,rainfed,720,0,131200.0,Borewell_Installation,Long_Term,Owned,Repeat,121622.4,6.37,286,19,78
39,516434.0,3.71,Far,canal,570,3,148400.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0,5.84,257,29,137
38,424502.0,2.63,Far,rainfed,510,3,105200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.27,427,27,205
